Ehrs 17.00 GPA-Hrs 17.00 QPts 68.00 GPA,4.00
TOTAL INSTITUTION 171.00 159.00 576.00,3.62
TOTAL TRANSFER 0.00 0.00 0.00,0.00
OVERALL 171.00 159.00 576.00,3.62
ED 371 CLASSROOM ORGZN&MGMT 3.00 A,12.00
ENGL 369 WRITING ELEMENTARY SCHOOL 4.00 BA,14.00
ENGL 383 LIT INTERMEDIATE READER 4.00 BA,14.00
SPAN 324 INTRO STUDY SPAN LING 3.00 B,9.00
SPAN 325 INTRO STUDY SPAN LIT 3.00 B,9.00
SPAN 558 MOD LANG INSTRUCTION 3.00 A,12.00
Ehrs 20.00 GPA-Hrs 20.00 QPts 70.00 GPA,3.50
ED 351 LITERACY DEVELOPMENT 3.00 A,12.00
ED 352 LITERACY LNG ART-CONTENT AREA 3.00 A,12.00
ED 401 TEACHG ELEM SCHL SCI 3.00 A,12.00
ED 402 PRACT ELEM SCI MATH 2.00 CR,0.00
SPAN 322 LIFE-CULT OF SPAIN 3.00 B,9.00
SPAN 323 LIFE&CULTURE SPANISH AMERICA 3.00 C,6.00
Ehrs 17.00 GPA-Hrs 15.00 QPts 51.00 GPA,3.40
CON 501,NR
CON 598,NR
CON 540,NR
CON 557,NR
CON 589,NR
CON 598,NR
CEE 340-M,A
CON 310-M,A
CON 383-M,A
CON 424-M,B
CON 468-M,A
CON 494-M,A
GCU 441-M,W
PUP 452-M,W
PUP 501-M,A
PUP 520-M,A
PUP 524-M,A
PUP 531-M,W
PUP 598-M,W
PUP 598-M,W
PUP 622-M,W
CON 377-M,A
CON 389-M,A
CON 450-M,A
CON 453-M,A
CON 471-M,A
CON 495-M,B
BIO 494,A
PUP 430,A
CCS 101-M,W
CON 455-M,A
CON 463-M,A
CON 477-M,A
CON 496-M,A
CON 598,A
CON 598,A
CON 243-M,A
ACC 230-M,B
CON 221-M,B
CON 252-M,A
CON 341-M,B
ECE 294-M,A
GNB 411,E
HIS 306,E
JUS 100,E
PHI 103,B
POS 170,E
CON 251-M,A
CON 273-M,A
CON 323-M,A
CON 345-M,A
CON 371-M,A
COM 225-M,B
CON 101-M,A
GLG 101-M,A
GLG 103-M,A
STP 226-M AED 310,A
ED 312,BA
EDT 347,A
SCI 280,A
SCI 290,BA
SPAN 317,A
ED 407,A
ES 395,A
MATH 352,B
ED 351,A
ED 352,A
ED 401,A
ED 402,CR
SPAN 322,B
SPAN 323,C
ED 371,A
ENGL 369,BA
ENGL 383,BA
SPAN 324,B
SPAN 325,B
SPAN 558,A
ENGL 110,A
ENGL 377,A
ENGL 484,A
HNRS 490,A
SPED 527,A
ED 410,BA
ED 471,CR
ENGL 105,BA
ENGL 308,A
GEOG 100,B
GEOG 102,A
ADA 225,BA
ANTH 120,BA
ED 250,A
MATH 150,A
SPAN 101,A
ED 230,A
MATH 151,BA
MUS 240,A
SCI 170,BA
SPAN 200,BA
ART 200,BA
ENGL 282,BA
HNRS 290,A
SCI 180,BA
SPAN 201,BA
MATH 265,B
SCI 190,B
SCI 270,A
SPAN 316,C
SPAN 317,W
WMS 350,A
